,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Species
182,22-Jan-2017,2017.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",-,M,Teen,Puncture wounds to lower arm or hand,-
183,21-Jan-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,"Boot Reef, Torres Strait",Scuba Diving,M,55,"Multiple injuries to arm, wrist and torso","Bull shark, 4 m"
184,13-Jan-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Clairview,Swimming,M,57,Injury to hand,-
185,13-Jan-2017,2017.0,Unprovoked,USA,Florida,Jensen Beach,-,M,-,Minor injury to hand,-
186,09-Jan-2017,2017.0,Unprovoked,INDONESIA,Bali,Balian Beach,Surfing,M,48,Injury to right wrist & forearm,"Bull shark, 1 m"
187,Reported 08-Jan-2017,-,Invalid,AUSTRALIA,Queensland,-,Spearfishing,M,35,"No attack, shark made a threat display",Bull shark
188,05-Jan-2017,2017.0,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",Wading,M,47,Minor injuries to foot,-
189,03-Jan-2017,2017.0,Invalid,AUSTRALIA,New South Wales,Merimbula,Wading,M,20,Minor injuries to foot & toes,Shark involvement not confirmed
190,27-Dec-2016,2016.0,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,16,Lacerations to right forearm,-
191,24-Dec-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,F,-,Buttock bitten,a small shark
192,19-Dec-2016,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surf skiing ,M,55,"No injury, but ski severely damaged","White shark, 4 m"
193,14-Dec-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Free diving,M,61,Punctures to left foot/ankle,-
194,11-Dec-2016,2016.0,Unprovoked,FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,Fishing,M,40s,Hand injured?,-
195,11-Dec-2016,2016.0,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Cuts to right ankle & foot,Shark involvement not confirmed
196,06-Dec-2016,2016.0,Provoked,AUSTRALIA,New South Wales,Merimbula,Surf fishing,M,20,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,"Wobbegong shark, 2m"
197,01-Dec-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Booti Booti National Park,Surfing,M,65,Injuries to foot & arm,White shark
198,28-Nov-2016,2016.0,Provoked,AUSTRALIA,Victoria,Queenscliff,Fishing,M,73,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,"Broadnose sevengill shark, 1.5 m"
199,14-Nov-2016,2016.0,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",Floating,F,58,Injuries to right calf and thigh,Tiger shark
200,30-Oct-2016,2016.0,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,M,41,Lacerations to right foot and ankle,-
201,29-Oct-2016,2016.0,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,Surfing,M,42,Lacerations to right hand,-
202,24-Oct-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Broken Head Beach,Surfing,M,36,Lacerations to left thigh,-
203,21-Oct-2016,2016.0,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,M,36,Left arm and leg injured, 6' to 8' shark
204,15-Oct-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra",Surfing,M,-,Torso nipped,-
205,14-Oct-2016,2016.0,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,F,66,Injuries to left calf,-
206,13-Oct-2016,2016.0,Invalid,MEXICO,-,Guadalupe Island,Cage Diving,M,-,"Shark breached cage, no injury to diver",White shark
207,12-Oct-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,25,Minor wound to lower right leg & surfboard bitten,-
208,10-Oct-2016,2016.0,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,M,29,Wounds to upper thigh and lower leg,-
209,02-Oct-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Cuts to dorsal surface of left foot,-
210,01-Oct-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfng,M,32,Minor injuries,-
211,26-Sep-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Surfing,M,17,4 deep lacerations to thigh,"White shark, 3.5 m"
212,18-Sep-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Minor injury to thigh,-
213,18-Sep-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,36,Lacerations to hands,-
214,18-Sep-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,43,Lacerations to lower leg,-
215,17-Sep-2016,2016.0,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,43,"No injury, board bitten",-
216,17-Sep-2016,2016.0,Unprovoked,AUSTRALIA,Victoria,Thirteenth Beach,Surfing,M,-,Struck by fin on chest & leg,-
217,16-Sep-2016,2016.0,Unprovoked,AUSTRALIA,Victoria,Bells Beach,Surfing,M,-,No injury: Knocked off board by shark,2 m shark
218,15-Sep-2016,2016.0,Boating,AUSTRALIA,Western Australia,Bunbury,Fishing,-,-,Shark rammed boat. No injury to occupant,-
219,11-Sep-2016,2016.0,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,60s,Minor injury to arm,3' to 4' shark
220,07-Sep-2016,2016.0,Unprovoked,USA,Hawaii,"Makaha, Oahu",Swimming,F,51,Severe lacerations to shoulder & forearm,"Tiger shark, 10'"
221,06-Sep-2016,2016.0,Unprovoked,NEW CALEDONIA,North Province,Koumac,Kite surfing,M,50,FATAL,-
222,05-Sep-2016,2016.0,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,F,12,Lacerations & punctures to lower right leg,-
223,05-Sep-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Injidup ,Surfing,M,-,"No inury, board broken in half by shark",-
224,04-Sep-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body boarding,M,9,Foot bitten,-
225,01-Sep-2016,2016.0,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",Spearfishing,M,22,Two toes broken & lacerated,"White shark, 8' to 10'"
226,Sep-2016,2016.0,Invalid,MEXICO,-,Guadalupe Island,Cage Diving,-,-,"No injury to divers, white shark breached cage",Invalid
227,29-Aug-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,25,Lacerations to right foot,"Bull shark, 6'"
228,29-Aug-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,37,Minor injury to ankle,-
229,27-Aug-2016,2016.0,Unprovoked,REUNION,-,Boucan Canot,Surfing,M,20,"Right arm severed, ankle severely bitten ","Bull shark, 3.5 m"
230,25-Aug-2016,2016.0,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,49,Minor injury to ankle,-
231,07-Aug-2016,2016.0,Unprovoked,BAHAMAS,New Providence Island,Nassau,Snorkeling,M,15,Lacerations to left leg,-
232,06-Aug-2016,2016.0,Unprovoked,USA,Hawaii,Maui,SUP Foil boarding,M,21,"No inury, shark & board collided","Tiger shark, 10' "
233,04-Aug-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,22,Big toe bitten,Blacktip shark
234,29-Jul-2016,2016.0,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,Swimming,M,40,Lacerations to right hand,Blue shark
235,28-Jul-2016,2016.0,Unprovoked,CHINA,Hong Kong,-,Swimming,M,72,Lacerations to leg,-
236,28-Jul-2016,2016.0,Boating,AUSTRALIA,Western Australia,Near Albany,Kayaking,M,-,"No injury, shark nudged kayak repeatedly",White shark
237,27-Jul-2016,2016.0,Provoked,USA,Florida,"Florida Keys, Monroe County",Lobstering,M,43,Laceration to left forearm PROVOKED INCIDENT,"Nurse shark, 4'"
238,26-Jul-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,18,"No injury. Leg rope severed, knocked off board by shark",-
239,24-Jul-2016,2016.0,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,Surfing,M,29,Lacerations to left leg,-
240,23-Jul-2016,2016.0,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,Surfing,M,36,Calf bumped but no injury,-
241,23-Jul-2016,2016.0,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,M,-,Lacerations to face and right leg,"Bull shark, 6'"
242,20-Jul-2016,2016.0,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,M,31,Laceration to left calf from hooked shark PROVOKED INCIDENT,"reef shark, 1m"
243,17-Jul-2016,2016.0,Boating,USA,Alabama,8 miles off Mobile,Fishing in Alabama Deep Fishing Rodeo,-,-,"No injury, shark bit trolling motor","Tiger shark, 10' "
244,16-Jul-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,9,Minor injury to leg,-
245,16-Jul-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",-,F,11,Minor injury to toes,-
246,15-Jul-2016,2016.0,Unprovoked,USA,California,"Surfside, Orange County",Kite surfing,M,61,"No injury, board damaged","White shark, 10' to 12'"
247,15-Jul-2016,2016.0,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Swimming,M,-,Puncture wounds to foot,-
248,Reported  14-Jul-2016,2016.0,Unprovoked,BAHAMAS,-,Tiger Beach,Scuba Diving,M,-,Face bruised when partly blind shark collided with him,"Lemon shark, 9'"
249,Reported 08-Jul-2016,2016.0,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,F,10,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",Angel shark
250,08-Jul-2016,2016.0,Boating,USA,California,"Capitola, Santa Cruz County",Fishing for squid,M,-,"No injury. Hull bitten, tooth fragment recovered",White shark
251,07-Jul-2016,2016.0,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,M,59,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,dogfish shark
252,07-Jul-2016,2016.0,Boating,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing for sharks,M,-,"No injury. Hull bitten, tooth fragment recovered",White shark
253,06-Jul-2016,2016.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,42,"Buttocks, thigh, left hand & wrist injured",-
254,04-Jul-2016,2016.0,Provoked,AUSTRALIA,Queensland,Palm Cove ,Fishing,M,34,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,Tawny nurse shark
255,27-Jun-2016,2016.0,Unprovoked,USA,South Carolina,Sullivan's Island,-,M,35,Minor injury,3' to 4' shark
256,25-Jun-2016,2016.0,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,M,11,Foot injured,-
257,24-Jun-2016,2016.0,Unprovoked,COLUMBIA,Isla Provedencia,-,Scuba Diving,M,59,Severe bite to right hand,"Caribbean reef shark, 4.5'"
258,23-Jun-2016,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,M,43,Injuries to left leg & right hand,White shark
259,21-Jun-2016,2016.0,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Floating,M,42,Lacerations and punctures to foot,3' to 5' shark
260,21-Jun-2016,2016.0,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,M,-,Injuries to right calf,-
261,15-Jun-2016,2016.0,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,M,-,Single puncture wound to arm,3' to 4' shark
262,15-Jun-2016,2016.0,Provoked,AUSTRALIA,Western Australia,Coral Bay,Spearfishing,M,19,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,5' shark
263,14-Jun-2016,2016.0,Unprovoked,USA,Texas,"Pirates Beach, Galveston",Floating in tube,F,6,Injury to lower leg,3' to 4' shark
264,11-Jun-2016,2016.0,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,M,19,Laceration to wrist,3' shark
265,07-Jun-2016,2016.0,Invalid,USA,South Carolina,"Folly Beach, Charleston County",Surfing,M,27,"No injury, board damaged",Said to involve an 8' shark but more likely damage caused by debris
266,05-Jun-2016,2016.0,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Swimming,M,64,Leg bitten,-
267,05-Jun-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Mindarie,Diving,F,60,FATAL,3+ m shark
268,04-Jun-2016,2016.0,Unprovoked,EGYPT,Suez,Ain Sokhna,Swimming,M,23,"Leg severely bitten, surgically amputated",Mako shark
269,02-Jun-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Kingscliff,Spearfishing,M,-,"No injury, but sharks repeatedly hit their fins and guns",Bronze whaler sharks x 3
270,02-Jun-2016,2016.0,Unprovoked,NEW CALEDONIA,-," Côte-Blanche, Nouméa ",Kite surfing,M,-,Laceration to heel,3 m shark
271,31-May-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,M,29,FATAL,White shark
272,29-May-2016,2016.0,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,F,52,Injuries to arm and shoulder,-
273,29-May-2016,2016.0,Unprovoked,USA,Florida,"Neptune, Duval County",Swimming,M,13,Injury to posterior right leg,5' shark
274,22-May-2016,2016.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,57,Puncture wounds to thigh,-
275,21-May-2016,2016.0,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",Swimming,F,22,Lacerations and puncture wounds to foot and ankle,"Bull shark, 4' to 5'"
276,21-May-2016,2016.0,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,F,11,"Back, arm & hand injured",-
277,18-May-2016,2016.0,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,M,48,Ankle bitten,"Blacktip shark, 4'"
278,15-May-2016,2016.0,Provoked,USA,Florida,"Boca Raton, Palm Beach County",Teasing a shark,F,23,Arm grabbed PROVOKED INCIDENT,"Nurse shark, 2'"
279,03-May-2016,2016.0,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Floating,M,59,Minor lacerations to right shoulder,-
280,02-May-2016,2016.0,Provoked,NEW ZEALAND,North Island,Cormandel,Fishing,M,39,Foot bitten by landed shark PROVOKED INCIDENT,"Mako shark, 1.5 m [5'] "
281,25-Apr-2016,2016.0,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,24,Elbow bitten,"Bull shark, 6'"
282,23-Apr-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Minor injury to left foot,-
283,22-Apr-2016,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,M,-,"No injury, surf-ski bitten",White shark
284,19-Apr-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,M,12,Minor puncture wound to foot,Wobbegong shark
285,18-Apr-2016,2016.0,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,22,Laceration to knee by speared shark PROVOKED INCIDENT,"Grey reef shark, 2 m"
286,18-Apr-2016,2016.0,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,26,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT","Grey reef shark, 2 m"
287,13-Apr-2016,2016.0,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",Spearfishing,M,26,Multiple bites to right arm,"Bull shark, 7'"
288,09-Apr-2016,2016.0,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,Walking,F,69,FATAL,"Tiger shark, 2.5 m"
289,08-Apr-2016,2016.0,Invalid,CAPE VERDE,Boa Vista Island,-,-,M,60,"""Serious""",Shark involvement not confirmed
290,07-Apr-2016,2016.0,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Fishing,M,34,Left hand bitten,5' to 6' shark
291,07-Apr-2016,2016.0,Invalid,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",SUP,M,-,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,-
292,31-Mar-2016,2016.0,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,46,Minor injury to left foot,-
293,30-Mar-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,Surfing,M,22,Severe injury to thigh,-
294,28-Mar-2016,2016.0,Unprovoked,USA,Florida,"Fort Myers Beach, Lee County",-,M,Teen,Minor injury to arm. Possibly caused by smalll nurse shark,Shark involvement not confirmed
295,28-Mar-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,M,41,"No injury, board dented",-
296,26-Mar-2016,2016.0,Provoked,BAHAMAS,-,-,-,M,9,Minor injury to chest PROVOKED INCIDENT,"Nurse shark, 2.5-ft"
297,13-Mar-2016,2016.0,Invalid,USA,California,"Bolsa Chica State Park, Orange County",Surfing,-,-,Board reportedly bumped by shark. No injury,Shark involvement not confirmed
298,11-Mar-2016,2016.0,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",Body surfing,M,19,Lacerations to right foot and ankle,-
299,10-Mar-2016,2016.0,Unprovoked,Fiji,Vanua Levu,-,Diving for beche-de-mer,M,45,FATAL,-
300,04-Mar-2016,2016.0,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",-,M,12,Superficial injury to foot,-
301,Reported 03-Mar-2016,2016.0,Unprovoked,AUSTRALIA,South Australia,Wrights Bay,Fishing,M,-,Puncture wounds to right calf,Bronze whaler
302,02-Mar-2016,2016.0,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,M,41,Minor injury to head,Sandtiger shark
303,22-Feb-2016,2016.0,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Kite surfing,M,21,Puncture wounds to right thigh,-
304, 19-Feb-2016,2016.0,Unprovoked,NEW CALEDONIA,South Province,Yate,Spearfishing,M,31,Forearm bitten,-
305,12-Feb-2016,2016.0,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",Wading,F,-,Avulsion injury to lower leg,-
306,Reported 10-Feb-2016,2016.0,Invalid,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Feeding stingrays?,M,65,Minor injury to wrist from Southern stingray,No shark involvement
307,10-Feb-2016,2016.0,Invalid,AUSTRALIA,Tasmania,Nettley Bay,Surfing,M,-,"No injury, knocked off board",No shark involvement
308,05-Feb-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,Walking,F,45,Foot nipped,-
309,04-Feb-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,Windsurfing,M,40,"No injury, shark bit board",-
310,02-Feb-2016,2016.0,Unprovoked,BRAZIL,Balneário Camboriú,Estaleirinho beach,Swimming,M,41,Lacerations to scalp,Sandtiger shark
311,29-Jan-2016,2016.0,Boating,SOUTH AFRICA,KwaZulu-Natal,-,Kayak fishing,M,-,"No injury, shark capsized kayak",-
312,28-Jan-2016,2016.0,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,-,Lacerations to both hands,"Reef shark, 5'"
313,25-Jan-2016,2016.0,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",Surfing,F,15,No injury,-
314,24-Jan-2016,2016.0,Unprovoked,USA,Texas,Off Surfside,Spearfishing,M,-,"Bruised ribs & tail bone, speargun broken and wetsuit cut",Bull sharks x 2
315,24-Jan-2016,2016.0,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,M,-,"No injury to occupants, shark leapt into boat",Mako shark
316,23-Jan-2016,2016.0,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Paddle boarding,M,48,No injury,"Tiger shark, 14'"
317,Reported 11-Jan-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Surfing,M,-,Laceration to right foot,Wobbegong shark
318,05-Jan-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,Heron Island,Wading,M,11,Laceration to right calf,Blacktip shark
319,02-Jan-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,Miall Island,Spearfishing,M,31,Lacerations to arms & leg,3 m shark
320,26-Dec-2015,2015.0,Boating,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Kayak Fishing,M,-,"No injury, kayak damaged","White shark, 3 m"
321,25-Dec-2015,2015.0,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,F,38,Lacerations to left forearm,"Silky shark, 6.5'"
322,22-Dec-2015,2015.0,Unprovoked,USA,Hawaii,La'aloa Beach Park,Paddle boarding,M,71,"No injury, shark bit board",9' shark
323,21-Dec-2015,2015.0,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Surfing,M,43,"No injury, shark leapt on surfboard","Bronze whaler shark, 6'"
324,21-Dec-2015,2015.0,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,Scuba diving,M,32,Right hand & part of forearm removed,"Tiger shark, 1.5 m "
325,19-Dec-2015,2015.0,Unprovoked,ARUBA,-,Boat capsized,Sea disaster,M,58,FATAL,-
326,13-Dec-2015,2015.0,Boating,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,-,-,"No injury, shark rammed boat & bit motor","White shark, 3.5 m"
327,11-Dec-2015,2015.0,Unprovoked,BAHAMAS,-,Off Andros Island,Lobster fishing,M,26,"Bitten on thigh, abdomen & hand",Bull shark
328,08-Dec-2015,2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming / Wading,F,22,Lacerations to both hands and forearms,-
329,20-Nov-2015,2015.0,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,M,55,Lacerations to left calf,Galapagos shark
330,16-Nov-2015,2015.0,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,-,Right heel injured,-
331,15-Nov-2015,2015.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Swimming,F,-,Leg injured,-
332,15-Nov-2015,2015.0,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,M,28,Lacerations to hand,"Spinner shark, 7'"
333,10-Nov-2015,2015.0,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Surfing,M,20,Injury to left thigh,"Bull shark, 2.8 to 3.1 m"
334,07-Nov-2015,2015.0,Invalid,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,F,9,Lower left leg injured,Shark involvement not confirmed
